id,postal_code,top_category,raw_visitor_counts_mean,raw_visitor_counts_sum,raw_visitor_counts_median,placekey,est_year,zip_pop,raw_visitor_counts_mean_norm,raw_visitor_counts_sum_norm,raw_visitor_counts_median_norm,date,zipcode_ID
168,92120,Restaurants and Other Eating Places,130.83333333333334,8635,78.0,70,2019,29245,0.004473699207841797,0.2952641477175585,0.002667122585057275,2021-07-01,19
169,92120,Restaurants and Other Eating Places,125.6268656716418,8417,77.0,70,2019,29245,0.004295669881061439,0.2878098820311164,0.0026329287057616692,2021-08-01,19
170,92120,Restaurants and Other Eating Places,120.15151515151516,7930,76.5,70,2019,29245,0.004108446406275095,0.27115746281415626,0.002615831766113866,2021-09-01,19
171,92121,Restaurants and Other Eating Places,48.101351351351354,7119,23.5,154,2019,4937,0.009743032479512123,1.4419688069677945,0.004759975693741138,2021-01-01,20
172,92121,Restaurants and Other Eating Places,48.972972972972975,7248,24.5,154,2019,4937,0.009919581319216726,1.4680980352440751,0.0049625278509216105,2021-02-01,20
173,92121,Restaurants and Other Eating Places,59.08219178082192,8626,28.5,154,2019,4937,0.011967225396155948,1.7472149078387684,0.00577273647964351,2021-03-01,20
174,92121,Restaurants and Other Eating Places,63.45205479452055,9264,30.0,154,2019,4937,0.012852350576163771,1.876443184119911,0.006076564715414219,2021-04-01,20
175,92121,Restaurants and Other Eating Places,68.43150684931507,9991,31.5,154,2019,4937,0.013860949331439148,2.023698602390116,0.00638039295118493,2021-05-01,20
176,92121,Restaurants and Other Eating Places,69.44137931034483,10069,36.0,154,2019,4937,0.01406550117689788,2.0394976706501926,0.007291877658497063,2021-06-01,20
177,92121,Restaurants and Other Eating Places,72.0728476821192,10883,34.0,154,2019,4937,0.014598510772152969,2.204375126595098,0.006886773344136115,2021-07-01,20
178,92121,Restaurants and Other Eating Places,70.24,10536,32.5,154,2019,4937,0.014227263520356491,2.1340895280534737,0.006582945108365404,2021-08-01,20
179,92121,Restaurants and Other Eating Places,65.01973684210526,9883,32.0,154,2019,4937,0.01316988795667516,2.0018229694146243,0.006481669029775167,2021-09-01,20
